Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,21774,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.5,,,5.7,7.5,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21774,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,16.2,,,14.2,18.3,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21774,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,8.7,,,7.6,10,11662,POINT (-77.27591574 39.40960303),21774,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21774,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.4,4.2,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21774,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.5,,,30.8,36.4,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21774,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.2,,,3.6,4.8,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21774,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2,,,1.8,2.2,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21774,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,14,,,12,16.3,11662,POINT (-77.27591574 39.40960303),21774,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21774,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.4,,,73,77.5,11662,POINT (-77.27591574 39.40960303),21774,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21774,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,12.1,15.5,11662,POINT (-77.27591574 39.40960303),21774,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21774,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,6.7,,,5.8,7.7,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21774,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.7,,,29.1,36.8,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21774,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,7,,,6.1,7.9,11662,POINT (-77.27591574 39.40960303),21774,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21774,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,1.9,,,1.7,2.2,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21774,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.3,,,29.4,31.3,11662,POINT (-77.27591574 39.40960303),21774,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21774,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.8,,,1.6,2,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21774,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.9,,,4.4,7.7,11662,POINT (-77.27591574 39.40960303),21774,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21774,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.4,,,2.1,2.7,11662,POINT (-77.27591574 39.40960303),21774,DISABLT,VISION,CrdPrv,Vision Disability
2021,21776,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.9,,,5.7,8.1,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21776,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.5,,,23.3,29.4,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21776,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.3,,,14.5,19.9,5735,POINT (-77.10405496 39.51618293),21776,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21776,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.6,,,28.3,34.7,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21776,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.8,,,73.5,79.7,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21776,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,,,6.2,7.3,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21776,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.7,10.9,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21776,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.1,,,84.9,87.3,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21776,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.6,5.7,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21776,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72,,,67.8,75.5,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21776,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.5,,,85.3,89.2,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21776,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.9,,,9.6,12.3,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21776,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.8,,,68,71.6,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21776,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6,,,5.3,6.9,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,COPD,CrdPrv,COPD
2020,21776,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,42.2,,,38.2,46.6,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21776,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.5,,,33,40.1,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21776,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.9,,,12.6,17.2,5735,POINT (-77.10405496 39.51618293),21776,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21776,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.4,,,65.1,69.6,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21776,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.8,,,17.8,23.6,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21776,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.2,,,8,10.4,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21776,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.7,,,20.8,26.5,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21776,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.2,,,11.6,14.9,5735,POINT (-77.10405496 39.51618293),21776,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21776,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.5,,,5,6.1,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21776,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.1,,,33.6,40.6,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21776,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.9,,,5.3,6.6,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21776,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.8,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21776,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.6,,,17.4,23.8,5735,POINT (-77.10405496 39.51618293),21776,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21776,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.9,,,75.4,80.1,5735,POINT (-77.10405496 39.51618293),21776,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21776,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15,,,13.3,16.9,5735,POINT (-77.10405496 39.51618293),21776,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21776,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.7,,,9.3,12.1,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21776,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.8,,,28.8,38.5,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21776,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.9,,,8.8,11.2,5735,POINT (-77.10405496 39.51618293),21776,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21776,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21776,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.1,,,28.2,29.9,5735,POINT (-77.10405496 39.51618293),21776,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21776,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.5,2.9,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21776,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.1,,,8.2,12.2,5735,POINT (-77.10405496 39.51618293),21776,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21776,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.6,,,3.2,4,5735,POINT (-77.10405496 39.51618293),21776,DISABLT,VISION,CrdPrv,Vision Disability
2021,21777,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.6,,,4.9,8.8,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21777,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,19.8,,,17.5,22.1,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21777,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.2,,,15.7,20.8,1470,POINT (-77.52871975 39.27547019),21777,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21777,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26,,,23.5,28.7,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21777,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,71.4,,,67.6,74.8,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21777,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.5,,,4.9,6.1,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21777,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.4,10.7,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21777,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.4,,,85.2,89.3,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21777,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,4.1,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21777,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,69.6,,,65.9,73,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21777,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.4,,,85.9,90.4,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21777,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.5,,,7.9,11.4,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21777,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.4,,,67.6,74.8,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21777,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.3,,,3.4,5.2,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,COPD,CrdPrv,COPD
2020,21777,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,60.7,,,52.7,67.4,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21777,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,44.1,,,36.5,50.7,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21777,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.4,,,10.2,16.8,1470,POINT (-77.52871975 39.27547019),21777,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21777,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,71,,,66.5,74.9,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21777,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20,,,17.4,22.7,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21777,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.1,,,6.1,8.1,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21777,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,18.1,,,15.2,21,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21777,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.3,,,8.5,12.4,1470,POINT (-77.52871975 39.27547019),21777,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21777,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.5,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21777,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.9,,,31.1,36.8,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21777,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.8,,,4,5.8,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21777,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.1,,,1.9,2.3,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21777,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,16.3,,,13.5,19.8,1470,POINT (-77.52871975 39.27547019),21777,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21777,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.3,,,69.6,78.4,1470,POINT (-77.52871975 39.27547019),21777,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21777,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.4,,,12.5,16.6,1470,POINT (-77.52871975 39.27547019),21777,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21777,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,7.5,,,6.3,9,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21777,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.8,,,30,37.9,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21777,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,7.7,,,6.5,9,1470,POINT (-77.52871975 39.27547019),21777,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21777,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.2,,,1.8,2.6,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21777,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.7,,,29.9,33.4,1470,POINT (-77.52871975 39.27547019),21777,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21777,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2,,,1.7,2.2,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21777,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,,,4.5,11.9,1470,POINT (-77.52871975 39.27547019),21777,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21777,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.8,,,2.3,3.4,1470,POINT (-77.52871975 39.27547019),21777,DISABLT,VISION,CrdPrv,Vision Disability
2021,21778,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.5,,,6.3,11.2,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21778,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.8,,,24.2,29.7,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21778,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.6,,,13.4,17.9,1094,POINT (-77.33579849 39.61593513),21778,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21778,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.1,,,30.3,36.2,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21778,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.7,,,74.6,80.6,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21778,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,6.8,8.3,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21778,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.9,11.3,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21778,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.9,,,81.2,86.3,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21778,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6,,,5.2,6.9,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21778,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,71.6,,,67.9,74.8,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21778,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.4,,,85,89.6,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21778,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.2,,,10,14.5,1094,POINT (-77.33579849 39.61593513),21778,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21778,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.2,,,66.7,73.8,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21778,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6,8.8,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,COPD,CrdPrv,COPD
2020,21778,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,55.4,,,46.6,63.2,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21778,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39,,,31.8,45.9,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21778,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.1,,,13.6,20.8,1094,POINT (-77.33579849 39.61593513),21778,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21778,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.9,,,60.5,69.3,1094,POINT (-77.33579849 39.61593513),21778,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21778,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.5,,,18.7,24.5,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21778,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10,,,8.7,11.6,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21778,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.7,,,22.1,29.4,1094,POINT (-77.33579849 39.61593513),21778,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21778,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15,,,12.4,18.1,1094,POINT (-77.33579849 39.61593513),21778,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21778,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.6,7.3,1094,POINT (-77.33579849 39.61593513),21778,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21778,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.8,,,36.9,42.9,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21778,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7,,,5.8,8.3,1094,POINT (-77.33579849 39.61593513),21778,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21778,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.3,1094,POINT (-77.33579849 39.61593513),21778,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21778,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.9,,,18.6,25.7,1094,POINT (-77.33579849 39.61593513),21778,RISKBEH,LPA,CrdPrv,Physical Inactivity
